date,election_name,election_url
"
                                                                                        2019/04/07
                                                        ",北海道知事選挙,https://go2senkyo.com/local/senkyo/17958
"
                                                                                        2019/04/07
                                                        ",札幌市長選挙,https://go2senkyo.com/local/senkyo/17959
"
                                                                                        2019/04/07
                                                        ",大分県知事選挙,https://go2senkyo.com/local/senkyo/18992
"
                                                                                        2019/04/07
                                                        ",神奈川県知事選挙,https://go2senkyo.com/local/senkyo/18495
"
                                                                                        2019/04/07
                                                        ",福井県知事選挙,https://go2senkyo.com/local/senkyo/18496
"
                                                                                        2019/04/07
                                                        ",三重県知事選挙,https://go2senkyo.com/local/senkyo/18497
"
                                                                                        2019/04/07
                                                        ",奈良県知事選挙,https://go2senkyo.com/local/senkyo/18498
"
                                                                                        2019/04/07
                                                        ",鳥取県知事選挙,https://go2senkyo.com/local/senkyo/18499
"
                                                                                        2019/04/07
                                                        ",島根県知事選挙,https://go2senkyo.com/local/senkyo/18500
"
                                                                                        2019/04/07
                                                        ",徳島県知事選挙,https://go2senkyo.com/local/senkyo/18501
"
                                                                                        2019/04/07
                                                        ",福岡県知事選挙,https://go2senkyo.com/local/senkyo/18502
"
                                                                                        2019/04/07
                                                        ",静岡市長選挙,https://go2senkyo.com/local/senkyo/18503
"
                                                                                        2019/04/07
                                                        ",浜松市長選挙,https://go2senkyo.com/local/senkyo/18507
"
                                                                                        2019/04/07
                                                        ",広島市長選挙,https://go2senkyo.com/local/senkyo/18508
"
                                                                                        2019/04/07
                                                        ",相模原市長選挙,https://go2senkyo.com/local/senkyo/18360
"
                                                                                        2019/04/07
                                                        ",大阪府知事選挙,https://go2senkyo.com/local/senkyo/19193
"
                                                                                        2019/04/07
                                                        ",大阪市長選挙,https://go2senkyo.com/local/senkyo/19194
"
                                                                                        2019/04/07
                                                        ",長野県議会議員選挙,https://go2senkyo.com/local/senkyo/19209
"
                                                                                        2019/04/07
                                                        ",徳島県議会議員選挙,https://go2senkyo.com/local/senkyo/19212
"
                                                                                        2019/04/07
                                                        ",福岡県議会議員選挙,https://go2senkyo.com/local/senkyo/19213
"
                                                                                        2019/04/07
                                                        ",熊本市議会議員選挙,https://go2senkyo.com/local/senkyo/18204
"
                                                                                        2019/04/07
                                                        ",京都市議会議員選挙,https://go2senkyo.com/local/senkyo/18205
"
                                                                                        2019/04/07
                                                        ",福岡市議会議員選挙,https://go2senkyo.com/local/senkyo/18209
"
                                                                                        2019/04/07
                                                        ",広島市議会議員選挙,https://go2senkyo.com/local/senkyo/18210
"
                                                                                        2019/04/07
                                                        ",岡山市議会議員選挙,https://go2senkyo.com/local/senkyo/18211
"
                                                                                        2019/04/07
                                                        ",相模原市議会議員選挙,https://go2senkyo.com/local/senkyo/19253
"
                                                                                        2019/04/07
                                                        ",浜松市議会議員選挙,https://go2senkyo.com/local/senkyo/18256
"
                                                                                        2019/04/07
                                                        ",札幌市議会議員選挙,https://go2senkyo.com/local/senkyo/18009
"
                                                                                        2019/04/07
                                                        ",青森県議会議員選挙,https://go2senkyo.com/local/senkyo/18011
"
                                                                                        2019/04/07
                                                        ",横浜市議会議員選挙,https://go2senkyo.com/local/senkyo/18016
"
                                                                                        2019/04/07
                                                        ",川崎市議会議員選挙,https://go2senkyo.com/local/senkyo/18017
