prefecture,election_name,election_date,vote_date,vote_rate,constituency_candidate_number,announce_date,last_vote_rate,reason_point,winner_name,url,winner_name_kana,winner_age_sex,winner_info,winner_job,affiliation,winner_votes
福岡県,"
                  福岡県知事選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    42.72%
                            ( ↑ )
",1 /  3,2019年03月21日,"38.85％
","
                      任期満了
                      
","
																小川 洋オガワ ヒロシ
",https://go2senkyo.com/seijika/11314,オガワ ヒロシ,69歳  (男),現職,福岡県知事,無所属,"
1,293,648 票
"
静岡県,"
                  静岡市長選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    48.76%
                            ( ↑ )
",1 /  3,2019年03月24日,"48.42％
","
                      任期満了
                      
","
																田辺 信宏タナベ ノブヒロ
",https://go2senkyo.com/seijika/11673,タナベ ノブヒロ,57歳  (男),現職,静岡市長,無所属,"
138,454 票
"
静岡県,"
                  浜松市長選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    55.75%
                            ( ↑ )
",1 /  3,2019年03月24日,"53.56％
","
                      任期満了
                      
","
																鈴木 康友スズキ ヤストモ
",https://go2senkyo.com/seijika/11333,スズキ ヤストモ,61歳  (男),現職,浜松市長,無所属,"
195,728 票
"
広島県,"
                  広島市長選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    36.62%
                            
",1 /  3,2019年03月24日,"-％
","
                      任期満了
                      
","
																松井 一実マツイ カズミ
",https://go2senkyo.com/seijika/11327,マツイ カズミ,66歳  (男),現職,広島市長,無所属,"
295,038 票
"
神奈川県,"
                  相模原市長選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    48.91%
                            
",1 /  4,2019年03月24日,"-％
","
                      任期満了
                      
","
																本村 賢太郎モトムラ ケンタロウ
",https://go2senkyo.com/seijika/73086,モトムラ ケンタロウ,48歳  (男),新人,元衆院議員,無所属,"
132,186 票
"
大阪府,"
                  大阪府知事選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    49.49%
                            ( ↑ )
",1 /  2,2019年03月21日,"45.47％
","
                      辞職
                      
","
																吉村 洋文ヨシムラ ヒロフミ
",https://go2senkyo.com/seijika/127291,ヨシムラ ヒロフミ,43歳  (男),新人,弁護士　元大阪市長,大阪維新の会,"
2,266,103 票
"
大阪府,"
                  大阪市長選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    52.7%
                            ( ↑ )
",1 /  2,2019年03月24日,"50.51％
","
                      辞職
                      
","
																松井 一郎マツイ イチロウ
",https://go2senkyo.com/seijika/75502,マツイ イチロウ,55歳  (男),新人,政党役員　元大阪府知事,大阪維新の会,"
660,819 票
"
長野県,"
                  長野県議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    47.57%
                            ( ↓ )
",58 /  79,2019年03月29日,"48.92％
","
                                                  922,423人
                                                      
                              前回より -370,055人
                            

男性
                                                      0人
                                                    女性
                                                      0人
                                                    

",,,,,,,,
徳島県,"
                  徳島県議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    48.27%
                            ( ↑ )
",38 /  47,2019年03月29日,"45.53％
","
                                                  491,320人
                                                      
                              前回より +62,823人
                            

男性
                                                      0人
                                                    女性
                                                      0人
                                                    

",,,,,,,,
福岡県,"
                  福岡県議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    43.32%
                            ( ↑ )
",87 /  123,2019年03月29日,"40.88％
","
                                                  2,789,414人
                                                      
                              前回より -254,320人
                            

男性
                                                      0人
                                                    女性
                                                      0人
                                                    

",,,,,,,,
熊本県,"
                  熊本市議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    41.66%
                            ( ↓ )
",48 /  62,2019年03月29日,"46.47％
","
                                                  593,764人
                                                      
                              前回より +130,245人
                            

男性
                                                      0人
                                                    女性
                                                      0人
                                                    

",,,,,,,,
京都府,"
                  京都市議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    38.06%
                            ( ↓ )
",67 /  93,2019年03月29日,"40.95％
","
                                                  1,153,801人
                                                      
                              前回より +22,376人
                            

男性
                                                      0人
                                                    女性
                                                      0人
                                                    

",,,,,,,,
福岡県,"
                  福岡市議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    42.01%
                            ( ↑ )
",62 /  89,2019年03月29日,"40.81％
","
                      任期満了
                      
",,,,,,,,
広島県,"
                  広島市議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    36.53%
                            ( ↓ )
",54 /  80,2019年03月29日,"42.68％
","
                      任期満了
                      
",,,,,,,,
岡山県,"
                  岡山市議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    39.45%
                            ( ↓ )
",46 /  51,2019年03月29日,"43.44％
","
                      任期満了
                      
",,,,,,,,
神奈川県,"
                  相模原市議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    48.85%
                            ( ↑ )
",46 /  64,2019年03月29日,"46.83％
","
                      任期満了
                      /相模原市議中央区は、同票の今宮祐貴氏と松浦千鶴子氏でくじびきが行われ、今宮祐貴氏の当選となった。
",,,,,,,,
静岡県,"
                  浜松市議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    56.25%
                            ( ↑ )
",46 /  61,2019年03月29日,"53.5％
","
                                                  543,562人
                                                      
                              前回より -93,450人
                            

男性
                                                      0人
                                                    女性
                                                      0人
                                                    

",,,,,,,,
北海道,"
                  札幌市議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    55.87%
                            ( ↓ )
",68 /  87,2019年03月29日,"58.45％
","
                      任期満了
                      
",,,,,,,,
青森県,"
                  青森県議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    48.38%
                            ( ↓ )
",48 /  60,2019年03月29日,"51.08％
","
                      任期満了
                      
",,,,,,,,
神奈川県,"
                  横浜市議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    42.48%
                            ( ↑ )
",86 /  132,2019年03月29日,"42％
","
                      任期満了
                      /R3 8.8 磯子区の太田正孝辞職
https://www.city.yokohama.lg.jp/city-info/koho-kocho/press/shikai/2021/0810ketsuinn.files/20210810.pdf
",,,,,,,,
神奈川県,"
                  川崎市議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    41.43%
                            ( ↓ )
",60 /  81,2019年03月29日,"41.98％
","
                      任期満了
                      
",,,,,,,,
岡山県,"
                  岡山県議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    42.3%
                            ( ↓ )
",55 /  67,2019年03月29日,"44.79％
","
                                                  1,128,770人
                                                      
                              前回より -198,185人
                            

男性
                                                      0人
                                                    女性
                                                      0人
                                                    

",,,,,,,,
神奈川県,"
                  神奈川県議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    41.16%
                            ( ↓ )
",105 /  154,2019年03月29日,"41.81％
","
                                                  6,158,022人
                                                      
                              前回より +198,758人
                            

男性
                                                      0人
                                                    女性
                                                      0人
                                                    

",,,,,,,,
石川県,"
                  石川県議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    44.72%
                            ( ↓ )
",43 /  53,2019年03月29日,"48.15％
","
                      任期満了
                      
",,,,,,,,
岐阜県,"
                  岐阜県議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    41.55%
                            ( ↓ )
",46 /  58,2019年03月29日,"46.83％
","
                                                  817,785人
                                                      
                              前回より -294,612人
                            

男性
                                                      0人
                                                    女性
                                                      0人
                                                    

",,,,,,,,
兵庫県,"
                  兵庫県議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    38.64%
                            ( ↓ )
",86 /  127,2019年03月29日,"40.55％
","
                                                  3,840,305人
                                                      
                              前回より +62,683人
                            

男性
                                                      0人
                                                    女性
                                                      0人
                                                    

",,,,,,,,
熊本県,"
                  熊本県議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    46.53%
                            ( ↓ )
",48 /  60,2019年03月29日,"50.24％
","
                                                  866,151人
                                                      
                              前回より -327,952人
                            

男性
                                                      0人
                                                    女性
                                                      0人
                                                    

",,,,,,,,
愛知県,"
                  愛知県議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    37.01%
                            ( ↓ )
",102 /  138,2019年03月29日,"38.5％
","
                                                  3,534,958人
                                                      
                              前回より -677,817人
                            

男性
                                                      0人
                                                    女性
                                                      0人
                                                    

",,,,,,,,
高知県,"
                  高知県議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    46.58%
                            ( ↓ )
",37 /  51,2019年03月29日,"49.84％
","
                                                  505,012人
                                                      
                              前回より -55,578人
                            

男性
                                                      0人
                                                    女性
                                                      0人
                                                    

",,,,,,,,
奈良県,"
                  奈良県議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    49.72%
                            ( ↓ )
",43 /  59,2019年03月29日,"50.93％
","
                                                  899,683人
                                                      
                              前回より -140,287人
                            

男性
                                                      0人
                                                    女性
                                                      0人
                                                    

",,,,,,,,
山梨県,"
                  山梨県議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    50.26%
                            ( ↓ )
",37 /  53,2019年03月29日,"54.22％
","
                      任期満了
                      
",,,,,,,,
兵庫県,"
                  神戸市議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    39.01%
                            ( ↓ )
",69 /  96,2019年03月29日,"41.55％
","
                      任期満了
                      
",,,,,,,,
秋田県,"
                  秋田県議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    52.87%
                            ( ↓ )
",43 /  51,2019年03月29日,"56.12％
","
                                                  527,044人
                                                      
                              前回より -283,624人
                            

男性
                                                      0人
                                                    女性
                                                      0人
                                                    

",,,,,,,,
新潟県,"
                  新潟県議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    49.77%
                            ( ↑ )
",53 /  77,2019年03月29日,"49.7％
","
                      任期満了
                      
",,,,,,,,
新潟県,"
                  新潟市議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    44.96%
                            ( ↑ )
",51 /  70,2019年03月29日,"43.66％
","
                      任期満了
                      
",,,,,,,,
栃木県,"
                  栃木県議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    40.44%
                            ( ↓ )
",50 /  64,2019年03月29日,"44.14％
","
                      任期満了
                      
",,,,,,,,
埼玉県,"
                  埼玉県議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    35.52%
                            ( ↓ )
",93 /  129,2019年03月29日,"37.68％
","
                      任期満了
                      
",,,,,,,,
群馬県,"
                  群馬県議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    43.49%
                            ( ↓ )
",50 /  65,2019年03月29日,"45.14％
","
                      任期満了
                      
",,,,,,,,
富山県,"
                  富山県議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    47.08%
                            ( ↑ )
",40 /  54,2019年03月29日,"46.81％
","
                      任期満了
                      
",,,,,,,,
千葉県,"
                  千葉市議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    38.77%
                            ( ↓ )
",50 /  65,2019年03月29日,"41.06％
","
                                                  789,488人
                                                      
                              前回より +28,765人
                            

男性
                                                      0人
                                                    女性
                                                      0人
                                                    

",,,,,,,,
埼玉県,"
                  さいたま市議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    38.16%
                            ( ↓ )
",60 /  79,2019年03月29日,"41.11％
","
                      任期満了
                      
",,,,,,,,
福井県,"
                  福井県議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    59.4%
                            ( ↑ )
",37 /  47,2019年03月29日,"54.5％
","
                      任期満了
                      
",,,,,,,,
北海道,"
                  北海道議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    56.63%
                            ( ↓ )
",100 /  134,2019年03月29日,"58.61％
","
                                                  841人
                                                      
                              前回より -3,112,728人
                            

男性
                                                      0人
                                                    女性
                                                      0人
                                                    

",,,,,,,,
滋賀県,"
                  滋賀県議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    43.13%
                            ( ↓ )
",44 /  61,2019年03月29日,"46.54％
","
                                                  998,110人
                                                      
                              前回より +193,015人
                            

男性
                                                      0人
                                                    女性
                                                      0人
                                                    

",,,,,,,,
山形県,"
                  山形県議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    54.32%
                            ( ↓ )
",44 /  54,2019年03月29日,"56.11％
","
                                                  556,613人
                                                      
                              前回より +426,361人
                            

男性
                                                      0人
                                                    女性
                                                      0人
                                                    

",,,,,,,,
京都府,"
                  京都府議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    40.03%
                            ( ↓ )
",60 /  88,2019年03月29日,"41.75％
","
                                                  1,607,206人
                                                      
                              前回より -405,396人
                            

男性
                                                      0人
                                                    女性
                                                      0人
                                                    

",,,,,,,,
大阪府,"
                  大阪市議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    52.18%
                            ( ↑ )
",83 /  125,2019年03月29日,"48.64％
","
                      任期満了
                      
",,,,,,,,
愛知県,"
                  名古屋市議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    32.87%
                            ( ↓ )
",68 /  99,2019年03月29日,"36.57％
","
                                                  1,711,629人
                                                      
                              前回より -74,080人
                            

男性
                                                      0人
                                                    女性
                                                      0人
                                                    

",,,,,,,,
大阪府,"
                  堺市議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    49.72%
                            ( ↑ )
",- /  62,2019年03月29日,"47.86％
","
                                                  683,943人
                                                      
                              前回より +12,056人
                            

男性
                                                      0人
                                                    女性
                                                      0人
                                                    

",,,,,,,,
千葉県,"
                  千葉県議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    36.26%
                            ( ↓ )
",94 /  130,2019年03月29日,"37.01％
","
                      任期満了
                      
",,,,,,,,
静岡県,"
                  静岡県議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    46.85%
                            ( ↓ )
",68 /  99,2019年03月29日,"47.88％
","
                                                  2,506,866人
                                                      
                              前回より +263,441人
                            

男性
                                                      0人
                                                    女性
                                                      0人
                                                    

",,,,,,,,
三重県,"
                  三重県議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    48.95%
                            ( ↓ )
",51 /  65,2019年03月29日,"49.6％
","
                                                  1,116,947人
                                                                          
男性
                                                      0人
                                                    女性
                                                      0人
                                                    

",,,,,,,,
和歌山県,"
                  和歌山県議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    48.11%
                            ( → )
",42 /  52,2019年03月29日,"48.11％
","
                                                  514,152人
                                                      
                              前回より -73,933人
                            

男性
                                                      0人
                                                    女性
                                                      0人
                                                    

",,,,,,,,
宮崎県,"
                  宮崎県議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    39.76%
                            ( ↓ )
",39 /  46,2019年03月29日,"42.52％
","
                                                  562,097人
                                                                          
男性
                                                      0人
                                                    女性
                                                      0人
                                                    

",,,,,,,,
鹿児島県,"
                  鹿児島県議会議員選挙
                                    

                                    （2019年04月07日投票）
                                    
","
                                    （2019年04月07日投票）
",2019年04月07日,"
                                                    44.38%
                            ( ↓ )
",- /  68,2019年03月29日,"48.78％
","
                                                  1,647,253人
                                                      
                              前回より +514,494人
                            

男性
                                                      0人
                                                    女性
                                                      0人
                                                    

",,,,,,,,
