prefecture,election_name,election_date,vote_date,vote_rate,constituency_candidate_number,announce_date,last_vote_rate,reason_point,winner_name,url,winner_name_kana,winner_age_sex,winner_info,winner_job,affiliation,winner_votes
山形県,"
                  新庄市長選挙
                                    

                                    （2019年09月08日投票）
                                    
","
                                    （2019年09月08日投票）
",2019年09月08日,"
                                                    62.27%
                            ( ↓ )
",1 /  2,2019年09月01日,"65.97％
","
                      任期満了
                      
","
																山尾 順紀ヤマオ ジュンキ
",https://go2senkyo.com/seijika/1054,ヤマオ ジュンキ,66歳  (男),現職,市長,無所属,"
9,187 票
"
長野県,"
                  岡谷市長選挙
                                    

                                    （2019年09月08日投票）
                                    
","
                                    （2019年09月08日投票）
",2019年09月08日,"
                                                    無投票
                            
",1 /  1,2019年09月01日,"-％
","
                      任期満了
                      
","
																今井 竜五イマイ リュウゴ
",https://go2senkyo.com/seijika/63481,イマイ リュウゴ,67歳  (男),現職,岡谷市長,無所属,"
- 票
"
鹿児島県,"
                  与論町長選挙
                                    

                                    （2019年09月08日投票）
                                    
","
                                    （2019年09月08日投票）
",2019年09月08日,"
                                                    無投票
                            
",1 /  1,2019年09月03日,"88.55％
","
                      任期満了
                      
","
																山 もとむねヤマ モトムネ
",https://go2senkyo.com/seijika/161985,ヤマ モトムネ,75歳  (男),現職,町長,無所属,"
- 票
"
滋賀県,"
                  草津市議会議員選挙
                                    

                                    （2019年09月08日投票）
                                    
","
                                    （2019年09月08日投票）
",2019年09月08日,"
                                                    41.4%
                            ( ↓ )
",24 /  26,2019年09月01日,"46.96％
","
                      任期満了
                      
","
																中嶋 あきおナカジマ アキオ
",https://go2senkyo.com/seijika/6049,ナカジマ アキオ,68歳  (男),現職,無職,自由民主党,"
2,725,260 票
"
大阪府,"
                  交野市議会議員選挙
                                    

                                    （2019年09月08日投票）
                                    
","
                                    （2019年09月08日投票）
",2019年09月08日,"
                                                    48.85%
                            ( ↓ )
",15 /  19,2019年09月01日,"55.71％
","
                      任期満了
                      
","
																山本 けいヤマモト ケイ
",https://go2senkyo.com/seijika/75546,ヤマモト ケイ,39歳  (男),元職,無職,無所属,"
4,543 票
"
和歌山県,"
                  広川町議会議員選挙
                                    

                                    （2019年09月08日投票）
                                    
","
                                    （2019年09月08日投票）
",2019年09月08日,"
                                                    無投票
                            
",10 /  10,2019年09月03日,"78.56％
","
                      任期満了
                      
","
																中井 じゅんナカイ ジュン
",https://go2senkyo.com/seijika/162048,ナカイ ジュン,45歳  (男),現職,会社員,無所属,"
- 票
"
岩手県,"
                  岩手県議会議員選挙
                                    

                                    （2019年09月08日投票）
                                    
","
                                    （2019年09月08日投票）
",2019年09月08日,"
                                                    54.87%
                            ( ↑ )
",48 /  62,2019年08月30日,"52.81％
","
                      任期満了
                      
",,,,,,,,
岩手県,"
                  陸前高田市議会議員選挙
                                    

                                    （2019年09月08日投票）
                                    
","
                                    （2019年09月08日投票）
",2019年09月08日,"
                                                    76.91%
                            
",18 /  26,2019年09月01日,"-％
","
                      任期満了
                      
","
																及川 修一オイカワ シュウイチ
",https://go2senkyo.com/seijika/18074,オイカワ シュウイチ,63歳  (男),現職,市議会議員,無所属,"
900 票
"
岩手県,"
                  釜石市議会議員選挙
                                    

                                    （2019年09月08日投票）
                                    
","
                                    （2019年09月08日投票）
",2019年09月08日,"
                                                    無投票
                            
",18 /  18,2019年09月01日,"64.57％
","
                      任期満了
                      
","
																たかはし 松一タカハシ ショウイチ
",https://go2senkyo.com/seijika/5640,タカハシ ショウイチ,77歳  (男),元職,無職,無所属,"
- 票
"
岩手県,"
                  山田町議会議員選挙
                                    

                                    （2019年09月08日投票）
                                    
","
                                    （2019年09月08日投票）
",2019年09月08日,"
                                                    67.43%
                            ( ↓ )
",14 /  16,2019年09月03日,"69.79％
","
                      任期満了
                      
","
																昆 清コン キヨシ
",https://go2senkyo.com/seijika/179181,コン キヨシ,70歳  (男),新人,無職,無所属,"
760,533 票
"
福島県,"
                  石川町議会議員選挙
                                    

                                    （2019年09月08日投票）
                                    
","
                                    （2019年09月08日投票）
",2019年09月08日,"
                                                    69.57%
                            ( ↓ )
",14 /  16,2019年09月03日,"78.77％
","
                      任期満了
                      
","
																いぬい はつみイヌイ ハツミ
",https://go2senkyo.com/seijika/179178,イヌイ ハツミ,33歳  (女),新人,パート,無所属,"
1,040 票
"
福島県,"
                  三春町議会議員選挙
                                    

                                    （2019年09月08日投票）
                                    
","
                                    （2019年09月08日投票）
",2019年09月08日,"
                                                    無投票
                            
",16 /  16,2019年09月03日,"67.6％
","
                      任期満了
                      
","
																井上 さとしイノウエ サトシ
",https://go2senkyo.com/seijika/179185,イノウエ サトシ,59歳  (男),新人,自営業,無所属,"
- 票
"
福島県,"
                  中島村議会議員選挙
                                    

                                    （2019年09月08日投票）
                                    
","
                                    （2019年09月08日投票）
",2019年09月08日,"
                                                    無投票
                            
",8 /  8,2019年09月03日,"83.16％
","
                      任期満了
                      
","
																小林 均コバヤシ ヒトシ
",https://go2senkyo.com/seijika/162057,コバヤシ ヒトシ,66歳  (男),現職,農業,無所属,"
- 票
"
和歌山県,"
                  有田市議会議員選挙
                                    

                                    （2019年09月08日投票）
                                    
","
                                    （2019年09月08日投票）
",2019年09月08日,"
                                                    66.97%
                            ( ↓ )
",15 /  17,2019年09月01日,"69.06％
","
                      任期満了
                      
","
																上野山 善久ウエノヤマ ヨシヒサ
",https://go2senkyo.com/seijika/179146,ウエノヤマ ヨシヒサ,58歳  (男),新人,会社員,無所属,"
1,382 票
"
神奈川県,"
                  松田町議会議員選挙
                                    

                                    （2019年09月08日投票）
                                    
","
                                    （2019年09月08日投票）
",2019年09月08日,"
                                                    無投票
                            
",12 /  12,2019年09月03日,"64.47％
","
                      任期満了
                      
","
																からさわ 一代カラサワ カズヨ
",https://go2senkyo.com/seijika/179190,カラサワ カズヨ,37歳  (女),新人,自営業,無所属,"
- 票
"
北海道,"
                  妹背牛町議会議員選挙
                                    

                                    （2019年09月08日投票）
                                    
","
                                    （2019年09月08日投票）
",2019年09月08日,"
                                                    78.24%
                            
",10 /  11,2019年09月03日,"-％
","
                      任期満了
                      
","
																渡辺 ともよワタナベ トモヨ
",https://go2senkyo.com/seijika/166404,ワタナベ トモヨ,64歳  (女),現職,寺院役員,無所属,"
401 票
"
山形県,"
                  大江町議会議員選挙
                                    

                                    （2019年09月08日投票）
                                    
","
                                    （2019年09月08日投票）
",2019年09月08日,"
                                                    77.28%
                            ( ↓ )
",11 /  13,2019年09月03日,"77.74％
","
                      任期満了
                      
","
																橋本 あや子ハシモト アヤコ
",https://go2senkyo.com/seijika/179175,ハシモト アヤコ,39歳  (女),新人,農業,無所属,"
620 票
"
東京都,"
                  八丈町長選挙
                                    

                                    （2019年09月15日投票）
                                    
","
                                    （2019年09月15日投票）
",2019年09月15日,"
                                                    無投票
                            
",1 /  1,2019年09月10日,"-％
","
                                                  6,268人
                                                                          
男性
                                                      0人
                                                    女性
                                                      0人
                                                    

","
																山下 ともなりヤマシタ トモナリ
",https://go2senkyo.com/seijika/63622,ヤマシタ トモナリ,66歳  (男),現職,八丈町長,無所属,"
- 票
"
岐阜県,"
                  関市長選挙
                                    

                                    （2019年09月15日投票）
                                    
","
                                    （2019年09月15日投票）
",2019年09月15日,"
                                                    無投票
                            
",1 /  1,2019年09月08日,"-％
","
                      任期満了
                      
","
																尾関 けんじオゼキ ケンジ
",https://go2senkyo.com/seijika/55804,オゼキ ケンジ,47歳  (男),現職,関市長,無所属,"
- 票
"
福島県,"
                  浅川町議会議員選挙
                                    

                                    （2019年09月15日投票）
                                    
","
                                    （2019年09月15日投票）
",2019年09月15日,"
                                                    76.02%
                            
",12 /  13,2019年09月10日,"-％
","
                      任期満了
                      
","
																岡部 宗寿オカベ ソウジ
",https://go2senkyo.com/seijika/168063,オカベ ソウジ,62歳  (男),現職,会社役員,無所属,"
425 票
"
三重県,"
                  玉城町議会議員選挙
                                    

                                    （2019年09月15日投票）
                                    
","
                                    （2019年09月15日投票）
",2019年09月15日,"
                                                    54.71%
                            
",13 /  16,2019年09月10日,"-％
","
                      任期満了
                      
","
																北 まもるキタ マモル
",https://go2senkyo.com/seijika/63468,キタ マモル,69歳  (男),現職,行政書士,無所属,"
834 票
"
滋賀県,"
                  竜王町議会議員選挙
                                    

                                    （2019年09月15日投票）
                                    
","
                                    （2019年09月15日投票）
",2019年09月15日,"
                                                    70.68%
                            ( ↑ )
",12 /  15,2019年09月10日,"68.95％
","
                      任期満了
                      
","
																いそべ 俊男イソベ トシオ
",https://go2senkyo.com/seijika/179226,イソベ トシオ,69歳  (男),新人,農業,無所属,"
780 票
"
徳島県,"
                  上板町議会議員選挙
                                    

                                    （2019年09月15日投票）
                                    
","
                                    （2019年09月15日投票）
",2019年09月15日,"
                                                    無投票
                            
",13 /  13,2019年09月10日,"-％
","
                      任期満了
                      
","
																天山吉岡 かおるテンザンヨシオカ カオル
",https://go2senkyo.com/seijika/15329,テンザンヨシオカ カオル,74歳  (男),現職,酒類販売天山酒店,無所属,"
- 票
"
宮城県,"
                  角田市議会議員選挙
                                    

                                    （2019年09月15日投票）
                                    
","
                                    （2019年09月15日投票）
",2019年09月15日,"
                                                    58.06%
                            ( ↓ )
",16 /  17,2019年09月08日,"65.14％
                                                    
選挙公報

","
                      任期満了
                      
","
																武田 あきらタケダ アキラ
",https://go2senkyo.com/seijika/161885,タケダ アキラ,44歳  (男),現職,市議会議員,無所属,"
1,435 票
"
長野県,"
                  長野市議会議員選挙
                                    

                                    （2019年09月15日投票）
                                    
","
                                    （2019年09月15日投票）
",2019年09月15日,"
                                                    40.31%
                            ( ↓ )
",39 /  52,2019年09月08日,"42.09％
                                                    
選挙公報

","
                      任期満了
                      
","
																グレート 無茶グレート ムチャ
",https://go2senkyo.com/seijika/179205,グレート ムチャ,47歳  (男),新人,会社役員,無所属,"
6,231.430 票
"
東京都,"
                  八丈町議会議員補欠選挙
                                    

                                    （2019年09月15日投票）
                                    
","
                                    （2019年09月15日投票）
",2019年09月15日,"
                                                    無投票
                            
",1 /  1,2019年09月10日,"-％
","
                                                  6,268人
                                                                          
男性
                                                      0人
                                                    女性
                                                      0人
                                                    

","
																金川 たかゆきカナガワ タカユキ
",https://go2senkyo.com/seijika/179229,カナガワ タカユキ,64歳  (男),新人,農業,無所属,"
- 票
"
青森県,"
                  田舎館村議会議員選挙
                                    

                                    （2019年09月15日投票）
                                    
","
                                    （2019年09月15日投票）
",2019年09月15日,"
                                                    67.42%
                            ( ↓ )
",8 /  9,2019年09月10日,"70.86％
","
                      任期満了
                      
","
																品川 正人シナガワ マサト
",https://go2senkyo.com/seijika/144330,シナガワ マサト,64歳  (男),現職,鮮魚販売業,無所属,"
885.848 票
"
山形県,"
                  中山町議会議員選挙
                                    

                                    （2019年09月15日投票）
                                    
","
                                    （2019年09月15日投票）
",2019年09月15日,"
                                                    59.91%
                            
",10 /  11,2019年09月10日,"-％
","
                      任期満了
                      
","
																鈴木 てつおスズキ テツオ
",https://go2senkyo.com/seijika/4122,スズキ テツオ,69歳  (男),元職,農業,無所属,"
711 票
"
和歌山県,"
                  かつらぎ町長選挙
                                    

                                    （2019年09月22日投票）
                                    
","
                                    （2019年09月22日投票）
",2019年09月22日,"
                                                    68.36%
                            
",1 /  2,2019年09月17日,"-％
","
                      任期満了
                      
","
																なかさか 雅則ナカサカ マサノリ
",https://go2senkyo.com/seijika/178554,ナカサカ マサノリ,57歳  (男),新人,農業　元海南市くらし部環境課長,無所属,"
5,091 票
"
北海道,"
                  雄武町長選挙
                                    

                                    （2019年09月22日投票）
                                    
","
                                    （2019年09月22日投票）
",2019年09月22日,"
                                                    -%
                            
",1 /  2,2019年09月17日,"-％
","
                      任期満了
                      
","
																いしい 友蔵イシイ トモゾウ
",https://go2senkyo.com/seijika/160266,イシイ トモゾウ,68歳  (男),新人,測量会社役員　元町議会議員,無所属,"
1,447 票
"
千葉県,"
                  君津市議会議員選挙
                                    

                                    （2019年09月22日投票）
                                    
","
                                    （2019年09月22日投票）
",2019年09月22日,"
                                                    45.6%
                            ( ↓ )
",22 /  25,2019年09月15日,"58.07％
                                                    
選挙公報

","
                      任期満了
                      
","
																下田 けんごシモダ ケンゴ
",https://go2senkyo.com/seijika/63498,シモダ ケンゴ,38歳  (男),現職,市議会議員,無所属,"
2,340 票
"
静岡県,"
                  伊東市議会議員選挙
                                    

                                    （2019年09月22日投票）
                                    
","
                                    （2019年09月22日投票）
",2019年09月22日,"
                                                    50.59%
                            ( ↑ )
",20 /  24,2019年09月15日,"36.52％
                                                    
選挙公報

","
                                                  60,102人
                                                                          
男性
                                                      0人
                                                    女性
                                                      0人
                                                    

","
																宮崎 まさしげミヤザキ マサシゲ
",https://go2senkyo.com/seijika/63548,ミヤザキ マサシゲ,63歳  (男),元職,宮崎珠算学校事業主,自由民主党,"
2,183 票
"
愛知県,"
                  稲沢市議会議員選挙
                                    

                                    （2019年09月22日投票）
                                    
","
                                    （2019年09月22日投票）
",2019年09月22日,"
                                                    51.06%
                            ( ↓ )
",26 /  34,2019年09月15日,"54.44％
                                                    
選挙公報

","
                      任期満了
                      
","
																星野 しゅんじホシノ シュンジ
",https://go2senkyo.com/seijika/117949,ホシノ シュンジ,44歳  (男),元職,無職,無所属,"
2,930 票
"
福島県,"
                  泉崎村議会議員選挙
                                    

                                    （2019年09月22日投票）
                                    
","
                                    （2019年09月22日投票）
",2019年09月22日,"
                                                    72.89%
                            ( ↓ )
",10 /  11,2019年09月17日,"74.78％
","
                      任期満了
                      
","
																木野内 さとるキノウチ サトル
",https://go2senkyo.com/seijika/179289,キノウチ サトル,48歳  (男),新人,農業,無所属,"
911 票
"
千葉県,"
                  御宿町議会議員選挙
                                    

                                    （2019年09月22日投票）
                                    
","
                                    （2019年09月22日投票）
",2019年09月22日,"
                                                    66.72%
                            ( ↓ )
",12 /  19,2019年09月17日,"68.78％
","
                      任期満了
                      
","
																田中 とよ子タナカ トヨコ
",https://go2senkyo.com/seijika/179278,タナカ トヨコ,70歳  (女),新人,無職,無所属,"
640 票
"
長野県,"
                  小川村議会議員選挙
                                    

                                    （2019年09月22日投票）
                                    
","
                                    （2019年09月22日投票）
",2019年09月22日,"
                                                    無投票
                            
",10 /  10,2019年09月17日,"-％
","
                      任期満了
                      
","
																大久保 利広オオクボ トシヒロ
",https://go2senkyo.com/seijika/179287,オオクボ トシヒロ,63歳  (男),新人,,無所属,"
- 票
"
岐阜県,"
                  北方町議会議員選挙
                                    

                                    （2019年09月22日投票）
                                    
","
                                    （2019年09月22日投票）
",2019年09月22日,"
                                                    40.3%
                            ( ↓ )
",10 /  11,2019年09月17日,"49.81％
","
                      任期満了
                      
","
																杉本 まゆみスギモト マユミ
",https://go2senkyo.com/seijika/63455,スギモト マユミ,55歳  (女),現職,党支部長,公明党,"
871 票
"
兵庫県,"
                  猪名川町議会議員選挙
                                    

                                    （2019年09月22日投票）
                                    
","
                                    （2019年09月22日投票）
",2019年09月22日,"
                                                    52.79%
                            ( ↓ )
",16 /  22,2019年09月17日,"53.92％
","
                      任期満了
                      
","
																福井 和夫フクイ カズオ
",https://go2senkyo.com/seijika/179298,フクイ カズオ,62歳  (男),新人,無職,無所属,"
1,143.656 票
"
兵庫県,"
                  稲美町議会議員選挙
                                    

                                    （2019年09月22日投票）
                                    
","
                                    （2019年09月22日投票）
",2019年09月22日,"
                                                    46.61%
                            ( ↓ )
",14 /  17,2019年09月17日,"52.64％
","
                      任期満了
                      
","
																山口 まもるヤマグチ マモル
",https://go2senkyo.com/seijika/63619,ヤマグチ マモル,56歳  (男),現職,町議会議員,公明党,"
1,916 票
"
福岡県,"
                  大刀洗町議会議員選挙
                                    

                                    （2019年09月22日投票）
                                    
","
                                    （2019年09月22日投票）
",2019年09月22日,"
                                                    無投票
                            
",12 /  12,2019年09月17日,"61.1％
","
                      任期満了
                      
","
																平田 やすおヒラタ ヤスオ
",https://go2senkyo.com/seijika/162178,ヒラタ ヤスオ,71歳  (男),現職,大刀洗町議会議員,無所属,"
- 票
"
岩手県,"
                  住田町議会議員選挙
                                    

                                    （2019年09月22日投票）
                                    
","
                                    （2019年09月22日投票）
",2019年09月22日,"
                                                    無投票
                            
",12 /  12,2019年09月17日,"-％
","
                      任期満了
                      
","
																佐々木 はつおササキ ハツオ
",https://go2senkyo.com/seijika/162166,ササキ ハツオ,75歳  (男),現職,農業,無所属,"
- 票
"
青森県,"
                  南部町議会議員選挙
                                    

                                    （2019年09月22日投票）
                                    
","
                                    （2019年09月22日投票）
",2019年09月22日,"
                                                    無投票
                            
",16 /  16,2019年09月17日,"-％
","
                      任期満了
                      
","
																滝田 つとむタキタ ツトム
",https://go2senkyo.com/seijika/162125,タキタ ツトム,60歳  (男),現職,㈲滝田板金店代表取締役,無所属,"
- 票
"
山形県,"
                  天童市議会議員選挙
                                    

                                    （2019年09月22日投票）
                                    
","
                                    （2019年09月22日投票）
",2019年09月22日,"
                                                    55.31%
                            ( ↓ )
",22 /  23,2019年09月15日,"61.15％
","
                      任期満了
                      
","
																笹原 たかよしササハラ タカヨシ
",https://go2senkyo.com/seijika/162096,ササハラ タカヨシ,38歳  (男),現職,市議会議員,無所属,"
2,774 票
"
群馬県,"
                  南牧村議会議員選挙
                                    

                                    （2019年09月22日投票）
                                    
","
                                    （2019年09月22日投票）
",2019年09月22日,"
                                                    82.69%
                            
",8 /  10,2019年09月17日,"-％
","
                      任期満了
                      
","
																相馬 まさゆきソウマ マサユキ
",https://go2senkyo.com/seijika/44285,ソウマ マサユキ,66歳  (男),元職,電気炉製造,無所属,"
230 票
"
